Pair_ID,Mother_Year,Mother_Zip,Mother_Pct,Daughter_Year,Daughter_Zip,Daughter_Pct
632,1970,92821,69.5,2000,91447,66.8
633,1970,94960,39.2,2000,95353,32.0
634,1970,91060,34.3,2000,92171,23.8
635,1970,94175,23.8,2000,92922,34.8
636,1970,91299,12.2,2000,95056,1.0
637,1970,91302,56.8,2000,93684,93.3
638,1970,90674,43.3,2000,92262,29.4
639,1970,92360,18.8,2000,91946,40.8
640,1970,94300,18.7,2000,94935,1.0
641,1970,95081,36.0,2000,95064,56.6
642,1970,96072,72.0,2000,91854,92.8
643,1970,94113,37.3,2000,90600,50.6
644,1970,94572,14.9,2000,94888,1.0
645,1970,93583,37.6,2000,94136,47.4
646,1970,91017,37.1,2000,93404,9.8
647,1970,90210,5.0,2000,92991,1.8
648,1970,90499,41.0,2000,94744,71.0
649,1970,90429,37.8,2000,94278,61.8
650,1970,93640,54.5,2000,94361,58.3
651,1970,93152,75.3,2000,92819,53.4
652,1970,95426,62.3,2000,90863,82.3
653,1970,92106,37.2,2000,94528,41.0
654,1970,91554,22.1,2000,94056,1.0
655,1970,95328,88.3,2000,91220,99.0
656,1970,95631,43.1,2000,93796,45.8
657,1970,93207,42.3,2000,94605,76.7
658,1970,95964,41.6,2000,94543,16.6
659,1970,92570,45.6,2000,90528,1.0
660,1970,92629,39.4,2000,92923,50.0
661,1970,91877,31.7,2000,95850,42.6
662,1970,94995,32.2,2000,95725,1.0
663,1970,95203,41.4,2000,93205,19.4
664,1970,91068,32.2,2000,91163,99.0
665,1970,91507,29.2,2000,94765,24.6
666,1970,93014,43.9,2000,93565,66.2
667,1970,91668,37.4,2000,90847,23.9
668,1970,94589,69.1,2000,92118,18.3
669,1970,94701,5.0,2000,93087,3.9
670,1970,94067,61.6,2000,91771,58.1
671,1970,90948,64.4,2000,93284,57.4
672,1970,94390,5.0,2000,91826,5.4
673,1970,91172,35.8,2000,93324,46.0
674,1970,96115,35.3,2000,90446,34.8
675,1970,90172,16.7,2000,91026,1.0
676,1970,95683,28.0,2000,91772,43.9
677,1970,94627,22.0,2000,91360,1.0
678,1970,91144,73.5,2000,90019,23.8
679,1970,91860,58.8,2000,96114,81.3
680,1970,95857,64.9,2000,90561,81.4
681,1970,92189,55.0,2000,90472,56.8
682,1970,92494,21.7,2000,90028,1.0
683,1970,93578,32.6,2000,90560,17.6
684,1970,90189,50.8,2000,92656,47.3
685,1970,94077,20.0,2000,93237,1.0
686,1970,90158,54.8,2000,94554,39.0
687,1970,92718,37.7,2000,90945,57.9
688,1970,91971,35.3,2000,93949,75.5
689,1970,90246,54.8,2000,95296,47.3
690,1970,92904,50.0,2000,93657,72.9
691,1970,92796,35.5,2000,95080,1.0
692,1970,93825,62.9,2000,94964,83.3
693,1970,92378,22.5,2000,93064,5.1
694,1970,90850,53.1,2000,91980,64.4
695,1970,91811,52.7,2000,92717,49.6
696,1970,95191,36.4,2000,94922,73.9
697,1970,95433,47.9,2000,90816,28.6
698,1970,93987,19.5,2000,92327,39.1
699,1970,92127,58.6,2000,92331,54.7
700,1970,94265,38.7,2000,91003,37.9
701,1970,93031,32.6,2000,91543,31.2
702,1970,95748,60.9,2000,94205,42.3
703,1970,92308,29.3,2000,91230,32.3
704,1970,95606,16.6,2000,93306,18.4
705,1970,95892,14.0,2000,96058,23.6
706,1970,93077,52.9,2000,96060,58.4
707,1970,92345,19.0,2000,92530,42.9
708,1970,90620,73.6,2000,95018,99.0
709,1970,92903,5.0,2000,91431,1.0
710,1970,92408,72.5,2000,93913,98.4
711,1970,94453,45.8,2000,91533,18.4
712,1970,93005,40.3,2000,91893,58.8
713,1970,93915,32.2,2000,93125,51.6
714,1970,92487,49.2,2000,91422,3.0
715,1970,93403,41.3,2000,95319,47.1
716,1970,93597,61.9,2000,90391,53.1
717,1970,91678,44.1,2000,95769,27.8
718,1970,95308,44.7,2000,92819,83.0
719,1970,94040,35.5,2000,91870,21.9
720,1970,91305,41.0,2000,92961,23.4
721,1970,95631,47.5,2000,95618,52.8
722,1970,94094,11.2,2000,91196,32.3
723,1970,95586,17.7,2000,92606,17.4
724,1970,91964,55.4,2000,90858,88.9
725,1970,93308,45.1,2000,95306,62.2
726,1970,91362,38.7,2000,93228,1.0
727,1970,94295,42.3,2000,91517,32.0
728,1970,91788,48.3,2000,95747,37.1
729,1970,91074,32.3,2000,91154,48.0
730,1970,91166,28.0,2000,90843,1.0
731,1970,95903,45.5,2000,95201,99.0
732,1970,93600,24.4,2000,95922,41.5
733,1970,95634,49.3,2000,91683,56.5
734,1970,92718,11.4,2000,90295,45.3
735,1970,93154,60.5,2000,96098,99.0
736,1970,94127,50.5,2000,90645,76.4
737,1970,93056,46.6,2000,93634,74.5
738,1970,90660,59.7,2000,92136,66.4
739,1970,94643,72.0,2000,95021,71.7
740,1970,92583,60.3,2000,95744,51.3
741,1970,91130,8.9,2000,90111,1.0
742,1970,92275,19.0,2000,90584,4.5
743,1970,94467,30.8,2000,93226,1.0
744,1970,95220,42.5,2000,91487,43.8
745,1970,91469,51.3,2000,94865,11.0
746,1970,95588,28.9,2000,95276,37.2
747,1970,92103,45.4,2000,91649,47.8
748,1970,93267,28.4,2000,92382,35.5
749,1970,92472,31.0,2000,90106,20.8
750,1970,91152,16.7,2000,93554,99.0
751,1970,90093,25.4,2000,95819,63.9
752,1970,92567,17.7,2000,91695,1.0
753,1970,91282,24.4,2000,91734,33.8
754,1970,92901,61.0,2000,90382,48.6
755,1970,96022,24.9,2000,92737,2.0
756,1970,95340,89.4,2000,94357,58.0
757,1970,92800,50.9,2000,95919,65.4
758,1970,93178,45.3,2000,91317,31.0
759,1970,95668,26.5,2000,95455,54.9
760,1970,94512,54.6,2000,92703,83.7
761,1970,92605,31.6,2000,94916,70.5
762,1970,93882,44.2,2000,94075,25.5
763,1970,92414,88.1,2000,94805,99.0
764,1970,91545,40.3,2000,90907,60.0
765,1970,93531,62.7,2000,90663,53.8
766,1970,92647,29.3,2000,95416,12.7
767,1970,94785,41.4,2000,90463,86.4
768,1970,95762,73.9,2000,92903,83.1
769,1970,92059,30.7,2000,94681,50.5
770,1970,95627,74.6,2000,90943,56.7
771,1970,94515,54.7,2000,90158,26.5
772,1970,91146,31.9,2000,95947,20.5
773,1970,90911,53.4,2000,93310,53.5
774,1970,93307,59.5,2000,91327,35.3
775,1970,95451,53.2,2000,92718,56.3
776,1970,91567,13.7,2000,92669,1.0
777,1970,92396,28.9,2000,92569,3.3
778,1970,93006,37.5,2000,93393,58.2
779,1970,94508,40.7,2000,92107,59.6
780,1970,95344,53.2,2000,95478,46.4
781,1970,94249,45.2,2000,94800,22.2
782,1970,95332,18.0,2000,90648,1.0
783,1970,90092,48.8,2000,93323,42.5
784,1970,93993,53.0,2000,92939,73.0
785,1970,90331,52.1,2000,92484,79.4
786,1970,95761,61.5,2000,94242,51.9
787,1970,90955,57.0,2000,92907,30.5
788,1970,93781,50.3,2000,93026,60.5
789,1970,92602,40.7,2000,91376,22.8
790,1970,92978,12.1,2000,91824,2.0
791,1970,95348,49.7,2000,90245,87.4
792,1970,94290,45.7,2000,95680,70.5
793,1970,90530,46.9,2000,92349,54.3
794,1970,92893,19.0,2000,90868,1.0
795,1970,91267,22.5,2000,92862,31.4
796,1970,91474,61.0,2000,90480,91.8
797,1970,94735,41.3,2000,92463,34.9
798,1970,95707,54.3,2000,91936,92.6
799,1970,91598,42.5,2000,96062,79.3
800,1970,92526,42.5,2000,95758,88.9
801,1970,94794,58.9,2000,93374,70.1
802,1970,93762,32.7,2000,93022,51.3
803,1970,96142,43.7,2000,93193,83.7
804,1970,95798,33.7,2000,90088,48.6
805,1970,92743,34.2,2000,91241,24.5
806,1970,94636,36.4,2000,90573,28.2
807,1970,94426,46.0,2000,90814,55.5
808,1970,90470,33.4,2000,90179,3.3
809,1970,93831,64.6,2000,91726,64.2
810,1970,90534,25.9,2000,90163,57.6
811,1970,96059,38.6,2000,92641,1.0
812,1970,94563,34.1,2000,91006,77.1
813,1970,94056,68.0,2000,92349,99.0
814,1970,93680,45.5,2000,92422,37.0
815,1970,94088,60.6,2000,92756,78.0
816,1970,90762,15.3,2000,94299,18.7
817,1970,95102,46.8,2000,94143,82.0
818,1970,90891,58.0,2000,94559,86.8
819,1970,92356,43.5,2000,93742,10.6
820,1970,91956,61.2,2000,94504,79.7
821,1970,92972,32.7,2000,91218,30.7
822,1970,95050,67.4,2000,92475,72.9
823,1970,95540,83.4,2000,90930,67.9
824,1970,91673,35.5,2000,90317,84.1
825,1970,92837,34.0,2000,91503,64.2
826,1970,94928,68.2,2000,90421,52.3
827,1970,94940,70.4,2000,95389,39.2
828,1970,93645,32.6,2000,95831,25.9
829,1970,92298,34.4,2000,95856,49.0
830,1970,94062,36.9,2000,94359,46.5
831,1970,93167,17.8,2000,91450,53.6
832,1970,91320,25.5,2000,95812,49.2
833,1970,90184,23.9,2000,90428,52.4
834,1970,91284,28.2,2000,90397,40.0
835,1970,92847,41.4,2000,95336,8.8
836,1970,95787,46.2,2000,90796,44.5
837,1970,92234,69.9,2000,90107,99.0
838,1970,94089,24.0,2000,94050,26.0
839,1970,91433,59.7,2000,90098,76.1
840,1970,93141,38.1,2000,91904,33.2
841,1970,91797,41.1,2000,93571,17.8
842,1970,94723,54.1,2000,93302,54.3
843,1970,92056,21.8,2000,95377,33.1
844,1970,93337,48.9,2000,90043,35.2
845,1970,90783,45.0,2000,91578,42.2
846,1970,91508,50.9,2000,94191,29.9
847,1970,95881,47.2,2000,96066,79.5
848,1970,94871,86.2,2000,95886,81.9
849,1970,95856,30.5,2000,94284,71.5
850,1970,95960,32.4,2000,90385,75.4
851,1970,95103,30.8,2000,94915,32.0
852,1970,93855,32.0,2000,93472,9.2
853,1970,90677,30.5,2000,93578,1.0
854,1970,91831,63.4,2000,93239,28.6
855,1970,94091,67.6,2000,95245,35.3
856,1970,94307,31.7,2000,91697,70.7
857,1970,95433,27.0,2000,92135,33.4
858,1970,95724,50.5,2000,93893,63.9
859,1970,91361,32.1,2000,92537,1.0
860,1970,94586,53.4,2000,94322,25.7
861,1970,95523,45.7,2000,95777,72.0
862,1970,92687,14.7,2000,92393,25.5
863,1970,90191,69.9,2000,95994,69.4
864,1970,90843,74.3,2000,94614,92.3
865,1970,90335,31.0,2000,95829,76.7
866,1970,95739,35.0,2000,93816,32.6
867,1970,91111,47.1,2000,90296,52.3
868,1970,90579,48.0,2000,90414,56.3
869,1970,90062,53.9,2000,95957,99.0
870,1970,90387,78.2,2000,91996,27.2
871,1970,91170,38.8,2000,96125,59.8
872,1970,92201,27.6,2000,90004,28.0
873,1970,94715,17.2,2000,90178,35.2
874,1970,91684,28.8,2000,90746,15.2
875,1970,95974,41.4,2000,94355,43.5
876,1970,90487,74.3,2000,90652,96.1
877,1970,93733,32.7,2000,95915,99.0
878,1970,95374,46.0,2000,95483,70.3
879,1970,90541,41.7,2000,93890,23.1
880,1970,95632,63.4,2000,93272,55.8
881,1970,92061,87.5,2000,92483,79.1
882,1970,94247,32.4,2000,95393,1.0
883,1970,95170,33.2,2000,90290,28.0
884,1970,91239,60.8,2000,90803,83.1
885,1970,90991,54.3,2000,92531,24.6
886,1970,94468,75.2,2000,96118,99.0
887,1970,95233,52.5,2000,90234,68.5
888,1970,92300,35.5,2000,90408,19.9
889,1970,95250,52.6,2000,90694,52.3
890,1970,93908,62.0,2000,91170,99.0
891,1970,94289,56.8,2000,94658,79.1
892,1970,91081,51.1,2000,92478,54.7
893,1970,90198,61.2,2000,90432,58.4
894,1970,92195,63.0,2000,95665,68.4
895,1970,91599,66.9,2000,92545,57.0
896,1970,91601,53.7,2000,90983,2.5
897,1970,93693,39.0,2000,93161,95.2
898,1970,93866,44.6,2000,93045,52.0
899,1970,90684,63.7,2000,95531,77.4
900,1970,93084,27.3,2000,94993,29.1
901,1970,93990,48.6,2000,93925,32.9
902,1970,90333,34.9,2000,93313,33.4
903,1970,95340,42.5,2000,94874,4.5
904,1970,95518,65.0,2000,94319,99.0
905,1970,95462,45.4,2000,95868,16.8
906,1970,95918,42.8,2000,91689,19.5
907,1970,95588,17.5,2000,90468,9.5
908,1970,91772,55.4,2000,92617,92.1
909,1970,96107,53.6,2000,91346,57.3
910,1970,95309,80.9,2000,92423,52.3
911,1970,95240,36.5,2000,94508,72.3
912,1970,94201,45.9,2000,94722,68.2
913,1970,92722,46.5,2000,95372,63.8
914,1970,90807,70.4,2000,91012,92.3
915,1970,91065,40.3,2000,91678,99.0
916,1970,90889,47.0,2000,93698,99.0
917,1970,92924,52.9,2000,94898,38.5
918,1970,90321,45.4,2000,94067,90.7
919,1970,93958,34.0,2000,91893,47.2
920,1970,92383,45.5,2000,95657,61.8
921,1970,93232,61.3,2000,95488,20.9
922,1970,92312,23.5,2000,92870,22.4
923,1970,93602,44.4,2000,94351,26.7
924,1970,91501,29.4,2000,91487,54.2
925,1970,91569,63.5,2000,93340,94.6
926,1970,95893,14.6,2000,91417,1.0
927,1970,93282,31.9,2000,94858,34.7
928,1970,91520,48.8,2000,92847,81.2
929,1970,91919,70.2,2000,91358,68.7
930,1970,94090,40.8,2000,94061,63.0
931,1970,91866,32.0,2000,94661,44.4
932,1970,91406,75.9,2000,91392,88.0
933,1970,92724,15.9,2000,91579,12.3
934,1970,95601,5.0,2000,93750,1.0
935,1970,96056,49.9,2000,93626,24.2
936,1970,90005,33.0,2000,92504,54.7
937,1970,91169,23.6,2000,95187,27.5
938,1970,92399,54.8,2000,93138,54.5
939,1970,92631,46.4,2000,95715,38.8
940,1970,90348,31.8,2000,92910,27.3
941,1970,95862,19.0,2000,92665,49.4
942,1970,94221,57.7,2000,90400,52.4
943,1970,91814,53.7,2000,94383,22.3
944,1970,93343,40.2,2000,93958,62.8
945,1970,92575,75.2,2000,92234,73.3
946,1970,93826,22.7,2000,91540,26.9
947,1970,94594,14.5,2000,90237,59.5
948,1970,95273,29.5,2000,94911,32.4
949,1970,90053,41.2,2000,90928,52.0
950,1970,90149,46.4,2000,94510,19.2
951,1970,90503,37.7,2000,96052,35.3
952,1970,90870,48.3,2000,96153,67.5
953,1970,93522,19.5,2000,90420,1.0
954,1970,94315,68.0,2000,94125,76.5
955,1970,93872,40.5,2000,92396,46.5
956,1970,91301,62.1,2000,90661,66.5
957,1970,92500,48.2,2000,92624,78.4
958,1970,94034,50.2,2000,93951,62.2
959,1970,93290,52.3,2000,90450,93.9
960,1970,94834,50.1,2000,90380,27.7
961,1970,93854,53.6,2000,91251,60.4
962,1970,92452,65.9,2000,92460,71.4
963,1970,94386,45.5,2000,92999,21.2
964,1970,90339,54.8,2000,94452,82.9
965,1970,92825,40.4,2000,92302,99.0
966,1970,91694,67.9,2000,95793,70.8
967,1970,95965,29.8,2000,90727,46.2
968,1970,90987,74.4,2000,91468,79.9
969,1970,95055,41.3,2000,92729,26.1
970,1970,93491,16.2,2000,93153,1.0
971,1970,95327,44.3,2000,93521,29.4
972,1970,92734,29.7,2000,94906,1.0
973,1970,93768,57.1,2000,96000,99.0
974,1970,95385,30.3,2000,93355,30.6
975,1970,94077,34.0,2000,90416,28.4
976,1970,92007,8.0,2000,90600,34.3
977,1970,93108,33.9,2000,93075,8.2
978,1970,94469,5.0,2000,95436,1.0
979,1970,95608,13.5,2000,94175,18.6
980,1970,93331,55.7,2000,91568,85.7
981,1970,93042,56.1,2000,91095,72.5
982,1970,90531,49.7,2000,92944,59.4
983,1970,90924,24.6,2000,95317,30.0
984,1970,94119,41.1,2000,94154,54.8
985,1970,90241,41.9,2000,91448,50.5
986,1970,95101,21.1,2000,91493,1.0
987,1970,91897,69.1,2000,92672,73.6
988,1970,93325,57.8,2000,91459,33.3
989,1970,95262,38.0,2000,91209,43.5
990,1970,90814,42.5,2000,94935,33.4
991,1970,94751,45.8,2000,92213,99.0
992,1970,90783,5.2,2000,95847,7.6
993,1970,94056,37.6,2000,91355,4.5
994,1970,90008,29.7,2000,95241,29.6
995,1970,93774,24.0,2000,90213,40.8
996,1970,95811,36.9,2000,93895,83.6
997,1970,94671,74.4,2000,94603,62.4
998,1970,93140,53.5,2000,92964,15.9
999,1970,93790,31.7,2000,92849,56.2
1000,1970,95008,52.3,2000,93043,19.9
1001,1970,94052,67.2,2000,95666,59.2
1002,1970,90518,58.6,2000,93035,55.3
1003,1970,93191,43.1,2000,91733,44.6
1004,1970,93103,30.4,2000,95341,51.5
1005,1970,95638,54.6,2000,95112,40.2
1006,1970,94579,49.1,2000,93082,45.3
1007,1970,92717,58.1,2000,95240,61.1
1008,1970,90579,53.4,2000,91271,60.6
1009,1970,94483,60.9,2000,96029,66.8
1010,1970,94508,32.4,2000,94869,47.0
1011,1970,91866,65.7,2000,91530,90.9
1012,1970,95490,45.6,2000,91082,59.1
1013,1970,91377,79.4,2000,93532,94.4
1014,1970,96064,29.6,2000,91152,1.0
1015,1970,95456,73.2,2000,91723,77.9
1016,1970,92939,45.6,2000,90717,61.3
1017,1970,90906,30.3,2000,94200,52.5
1018,1970,95409,33.3,2000,92191,18.7
1019,1970,95059,36.2,2000,90205,22.5
1020,1970,90965,49.6,2000,93830,38.1
1021,1970,91977,51.4,2000,93110,68.6
1022,1970,95133,31.7,2000,94095,61.8
1023,1970,94760,41.6,2000,95483,34.4
1024,1970,94921,80.6,2000,95741,99.0
1025,1970,91888,73.1,2000,91333,79.6
1026,1970,92448,49.9,2000,92049,50.0
1027,1970,90992,42.7,2000,96155,40.6
1028,1970,95229,44.2,2000,91850,66.8
1029,1970,93557,53.0,2000,94843,64.8
1030,1970,93960,23.6,2000,95760,85.8
1031,1970,95836,37.4,2000,91238,18.6
1032,1970,93605,12.0,2000,92019,28.7
1033,1970,91084,49.2,2000,95052,38.8
1034,1970,90435,53.6,2000,90518,34.5
1035,1970,90021,33.3,2000,91439,36.4
1036,1970,92923,70.3,2000,94087,77.2
1037,1970,91926,19.9,2000,95128,98.8
1038,1970,91473,15.6,2000,92053,14.2
1039,1970,91100,46.0,2000,94369,20.1
1040,1970,92638,60.8,2000,94518,71.3
1041,1970,90390,72.3,2000,92313,21.9
1042,1970,93414,33.7,2000,95578,34.7
1043,1970,92616,61.4,2000,92260,65.2
1044,1970,91355,41.3,2000,93150,65.2
1045,1970,94522,38.9,2000,90782,67.4
1046,1970,95822,57.9,2000,92714,48.2
1047,1970,95126,53.7,2000,91245,53.2
1048,1970,90006,13.6,2000,92417,1.0
1049,1970,90191,68.6,2000,90976,42.7
1050,1970,90148,66.8,2000,93492,78.2
1051,1970,94501,30.7,2000,93426,1.1
1052,1970,94354,49.1,2000,95840,41.7
1053,1970,93551,50.9,2000,90417,28.5
1054,1970,94920,46.7,2000,90215,64.3
1055,1970,94106,32.1,2000,93979,82.1
1056,1970,91111,29.9,2000,91136,1.0
1057,1970,93834,41.5,2000,93776,1.0
1058,1970,94934,63.1,2000,95010,63.2
1059,1970,95084,51.8,2000,91583,55.5
1060,1970,90625,35.3,2000,96121,44.3
1061,1970,94126,55.9,2000,94524,47.7
1062,1970,92176,5.0,2000,90733,3.1
1063,1970,93150,62.7,2000,92747,75.5
1064,1970,91079,10.7,2000,92264,41.0
1065,1970,93552,35.5,2000,94509,1.0
1066,1970,92353,21.8,2000,93805,15.6
1067,1970,90546,18.7,2000,92428,27.6
1068,1970,95225,62.9,2000,95722,42.5
1069,1970,91196,33.6,2000,90232,81.7
1070,1970,95619,48.2,2000,94931,35.1
1071,1970,92070,41.2,2000,94354,43.4
1072,1970,93359,50.6,2000,95376,68.3
1073,1970,92439,43.4,2000,90403,31.4
1074,1970,90617,18.9,2000,94866,1.0
1075,1970,94245,59.9,2000,90065,52.2
1076,1970,93344,33.1,2000,92238,63.1
1077,1970,91812,14.0,2000,90950,8.6
1078,1970,90172,34.3,2000,90173,15.7
1079,1970,94143,69.0,2000,92676,96.3
1080,1970,90626,57.3,2000,91251,52.1
1081,1970,95907,35.7,2000,93049,25.9
1082,1970,94064,35.7,2000,94006,42.9
1083,1970,92255,36.2,2000,95508,59.5
1084,1970,90453,79.4,2000,90638,99.0
1085,1970,91419,48.9,2000,90949,73.6
1086,1970,90754,49.7,2000,92261,83.1
1087,1970,93373,60.5,2000,91695,50.8
1088,1970,95105,46.3,2000,94848,23.1
1089,1970,92724,37.3,2000,94758,42.3
1090,1970,95230,38.5,2000,90143,44.6
1091,1970,93011,40.7,2000,96002,16.1
1092,1970,92912,41.3,2000,94582,40.1
1093,1970,91226,55.1,2000,95088,68.8
1094,1970,90168,42.9,2000,91461,55.6
1095,1970,93686,55.2,2000,93888,71.6
1096,1970,90086,40.5,2000,90293,51.4
1097,1970,91678,43.4,2000,91644,33.6
1098,1970,91983,6.0,2000,92719,1.0
1099,1970,94945,58.5,2000,90838,30.8
1100,1970,91487,48.2,2000,91038,97.8
1101,1970,90442,60.0,2000,95847,63.7
1102,1970,90271,5.0,2000,90272,2.5
1103,1970,95697,79.6,2000,95145,58.9
1104,1970,90344,39.5,2000,91959,99.0
1105,1970,91207,61.9,2000,92370,37.5
1106,1970,93082,23.3,2000,90806,15.5
1107,1970,91258,53.0,2000,95801,67.1
1108,1970,92292,23.0,2000,93175,41.9
1109,1970,91533,30.8,2000,95986,58.9
1110,1970,93423,76.5,2000,90883,99.0
1111,1970,94363,38.6,2000,90832,55.0
1112,1970,91654,45.9,2000,95209,21.9
1113,1970,94989,57.7,2000,93172,54.3
1114,1970,90239,50.9,2000,92192,62.2
1115,1970,90915,44.7,2000,92041,99.0
1116,1970,91439,48.6,2000,95202,15.7
1117,1970,93017,85.3,2000,91595,99.0
1118,1970,91461,41.0,2000,91627,49.0
1119,1970,95978,45.6,2000,95986,70.6
1120,1970,93080,60.9,2000,93585,61.6
1121,1970,95512,61.9,2000,95901,43.4
1122,1970,92259,63.4,2000,95317,86.1
1123,1970,90367,53.5,2000,90274,73.8
1124,1970,92992,21.4,2000,90590,49.9
1125,1970,93742,71.4,2000,92701,74.4
1126,1970,95690,21.4,2000,90583,9.2
1127,1970,90086,47.4,2000,95064,10.4
1128,1970,95833,28.4,2000,93634,53.0
1129,1970,95754,40.8,2000,91991,55.2
1130,1970,96138,47.9,2000,91259,26.3
1131,1970,92494,47.8,2000,95407,37.2
1132,1970,94716,49.6,2000,92867,40.9
1133,1970,90132,71.0,2000,93739,36.0
1134,1970,90904,50.2,2000,90572,32.3
1135,1970,93457,37.6,2000,90545,11.6
1136,1970,95084,59.4,2000,95557,52.0
1137,1970,91222,63.4,2000,94223,47.6
1138,1970,91764,19.9,2000,94829,1.0
1139,1970,92805,52.8,2000,94513,99.0
1140,1970,91227,54.6,2000,90638,90.4
1141,1970,91285,36.6,2000,90041,19.8
1142,1970,90690,66.8,2000,94883,77.2
1143,1970,95144,39.3,2000,94393,53.4
1144,1970,94783,44.3,2000,91621,78.4
1145,1970,94882,38.9,2000,93673,21.0
1146,1970,94436,42.3,2000,94138,73.9
1147,1970,94508,22.3,2000,94129,11.4
1148,1970,91997,16.1,2000,91300,1.0
1149,1970,94382,70.7,2000,94712,92.8
1150,1970,91110,26.8,2000,95044,63.5
1151,1970,94946,24.2,2000,95644,94.5
1152,1970,90430,5.0,2000,90160,1.0
1153,1970,95701,30.5,2000,91953,51.9
1154,1970,94127,18.2,2000,91732,10.9
1155,1970,93782,71.6,2000,92447,95.2
1156,1970,90603,60.2,2000,95939,25.5
1157,1970,90440,29.6,2000,95894,1.0
1158,1970,90985,82.5,2000,93163,65.8
1159,1970,95469,59.7,2000,91733,65.1
1160,1970,91919,36.2,2000,90581,22.9
1161,1970,94508,5.0,2000,90220,25.4
1162,1970,90528,83.2,2000,94475,99.0
1163,1970,94406,17.0,2000,91750,35.8
1164,1970,92997,12.4,2000,91471,57.6
1165,1970,93468,60.4,2000,95060,74.5
1166,1970,95908,85.9,2000,95266,57.8
1167,1970,91362,66.9,2000,94329,99.0
1168,1970,96135,52.2,2000,91395,39.8
1169,1970,90704,52.7,2000,90922,79.6
1170,1970,90663,57.4,2000,92774,99.0
1171,1970,90365,55.7,2000,94463,70.8
1172,1970,90923,47.1,2000,94577,11.7
1173,1970,93857,43.9,2000,95693,23.4
1174,1970,90176,40.9,2000,93435,78.5
1175,1970,95269,28.4,2000,93583,27.4
1176,1970,95298,36.9,2000,91119,42.3
1177,1970,90936,11.5,2000,91866,34.5
1178,1970,90382,40.2,2000,96131,61.6
1179,1970,95379,24.2,2000,94312,34.8
1180,1970,95309,22.1,2000,90725,20.1
1181,1970,90306,45.2,2000,95936,40.5
1182,1970,95498,67.1,2000,90712,92.6
1183,1970,94698,58.5,2000,95984,76.2
1184,1970,92391,13.7,2000,91826,10.4
1185,1970,92204,24.2,2000,93927,55.5
1186,1970,94808,58.9,2000,95081,58.9
1187,1970,91466,24.3,2000,95255,5.6
1188,1970,93272,38.0,2000,95203,21.6
1189,1970,90403,51.9,2000,90391,29.9
1190,1970,94710,24.6,2000,91071,20.9
1191,1970,92671,43.9,2000,94488,79.2
1192,1970,91802,18.0,2000,92766,1.0
1193,1970,92651,31.2,2000,94481,39.4
1194,1970,90177,47.8,2000,92429,34.1
1195,1970,94545,13.3,2000,95379,9.9
1196,1970,90743,49.9,2000,95030,14.2
1197,1970,95661,41.6,2000,96067,39.3
1198,1970,96075,51.9,2000,94495,50.3
1199,1970,92349,46.0,2000,92148,63.4
1200,1970,94403,66.6,2000,93573,75.7
1201,1970,90751,44.3,2000,94479,16.6
1202,1970,90869,34.3,2000,92755,65.7
1203,1970,94063,44.2,2000,93264,53.0
1204,1970,93968,51.8,2000,93826,60.3
1205,1970,90214,42.9,2000,93417,46.0
1206,1970,91618,42.7,2000,92058,32.7
1207,1970,95760,29.4,2000,92312,38.3
1208,1970,92531,30.1,2000,92880,45.7
1209,1970,93334,16.8,2000,93643,1.0
1210,1970,91598,73.5,2000,92610,62.9
1211,1970,95769,19.6,2000,91431,16.3
1212,1970,90512,29.5,2000,91914,39.5
1213,1970,95083,29.1,2000,90758,63.3
1214,1970,90253,58.1,2000,92135,41.5
1215,1970,94134,36.7,2000,95087,27.1
1216,1970,90629,64.5,2000,91913,54.5
1217,1970,93477,29.9,2000,91740,12.5
1218,1970,90987,47.0,2000,95603,41.4
1219,1970,91726,27.0,2000,93218,50.3
1220,1970,92094,80.6,2000,94757,56.7
1221,1970,95574,20.6,2000,96125,35.0
1222,1970,91702,47.6,2000,91135,6.9
1223,1970,90305,53.4,2000,96122,42.2
1224,1970,95835,49.4,2000,93713,44.3
1225,1970,94079,38.7,2000,90765,85.4
1226,1970,92281,39.7,2000,92726,35.9
1227,1970,94341,42.8,2000,93369,1.0
1228,1970,95841,39.4,2000,93498,1.0
1229,1970,92808,59.3,2000,91673,63.6
1230,1970,92887,81.8,2000,93406,99.0
1231,1970,93455,32.0,2000,95643,45.0
1232,1970,91025,17.3,2000,90583,25.0
1233,1970,94313,40.4,2000,94767,73.8
1234,1970,92976,88.4,2000,95848,77.8
1235,1970,90507,27.5,2000,94634,54.0
1236,1970,94857,71.5,2000,91822,32.6
1237,1970,92952,72.2,2000,91186,52.1
1238,1970,91054,32.0,2000,94526,1.0
1239,1970,92675,52.2,2000,91638,48.5
1240,1970,92568,71.3,2000,92181,73.5
1241,1970,91905,35.2,2000,90189,41.5
1242,1970,94371,38.3,2000,91747,43.3
1243,1970,94588,31.5,2000,93827,10.9
1244,1970,94923,23.7,2000,95798,22.1
1245,1970,95047,30.3,2000,92621,1.0
1246,1970,92895,20.0,2000,93946,58.6
1247,1970,95275,42.6,2000,92327,38.1
1248,1970,91101,28.1,2000,95745,18.8
1249,1970,93662,46.2,2000,96108,90.7
1250,1970,91637,14.0,2000,91185,1.0
1251,1970,91456,48.0,2000,92794,22.2
1252,1970,93614,57.0,2000,92947,32.0
1253,1970,90039,6.1,2000,92501,7.7
