id,initials,category,birth_year,death_year,death_age,gender
1537,XYZ,Control,1893,1972,79.0,Male
1538,JFK,Control,1932,1985,53.0,Male
1539,ABC,Control,1893,1982,89.0,Male
1540,XYZ,Control,1921,1987,66.0,Male
1541,XYZ,Control,1934,1977,43.0,Male
1542,PTR,Control,1884,1989,105.0,Male
1543,XYZ,Control,1924,1980,56.0,Male
1544,XYZ,Control,1900,1973,73.0,Male
1545,PTR,Control,1948,1979,31.0,Male
1546,PTR,Control,1918,1988,70.0,Male
1547,MNO,Control,1940,1971,31.0,Male
1548,JFK,Control,1923,1989,66.0,Male
1549,JFK,Control,1876,1983,107.0,Male
1550,MNO,Control,1929,1982,53.0,Male
1551,JFK,Control,1948,1979,31.0,Male
1552,XYZ,Control,1927,1988,61.0,Male
1553,MNO,Control,1940,1976,36.0,Male
1554,MNO,Control,1944,1972,28.0,Male
1555,JFK,Control,1897,1995,98.0,Male
1556,ABC,Control,1896,1980,84.0,Male
1557,JFK,Control,1927,1976,49.0,Male
1558,ABC,Control,1913,1974,61.0,Male
1559,MNO,Control,1942,1983,41.0,Male
1560,ABC,Control,1945,1980,35.0,Male
1561,XYZ,Control,1908,1984,76.0,Male
1562,PTR,Control,1898,1984,86.0,Male
1563,ABC,Control,1938,1995,57.0,Male
1564,PTR,Control,1902,1989,87.0,Male
1565,XYZ,Control,1941,1988,47.0,Male
1566,PTR,Control,1914,1988,74.0,Male
1567,XYZ,Control,1931,1972,41.0,Male
1568,PTR,Control,1883,1979,96.0,Male
1569,PTR,Control,1928,1981,53.0,Male
1570,JFK,Control,1916,1977,61.0,Male
1571,ABC,Control,1926,1972,46.0,Male
1572,PTR,Control,1891,1980,89.0,Male
1573,MNO,Control,1935,1977,42.0,Male
1574,JFK,Control,1943,1981,38.0,Male
1575,ABC,Control,1896,1984,88.0,Male
1576,JFK,Control,1883,1994,111.0,Male
1577,ABC,Control,1873,1974,101.0,Male
1578,XYZ,Control,1929,1978,49.0,Male
1579,PTR,Control,1927,1981,54.0,Male
1580,MNO,Control,1923,1975,52.0,Male
1581,JFK,Control,1898,1994,96.0,Male
1582,JFK,Control,1911,1987,76.0,Male
1583,JFK,Control,1926,1992,66.0,Male
1584,JFK,Control,1919,1987,68.0,Male
1585,PTR,Control,1950,1985,35.0,Male
1586,ABC,Control,1888,1981,93.0,Male
1587,PTR,Control,1933,1981,48.0,Male
1588,XYZ,Control,1912,1994,82.0,Male
1589,PTR,Control,1914,1989,75.0,Male
1590,PTR,Control,1934,1970,36.0,Male
1591,XYZ,Control,1933,1978,45.0,Male
1592,PTR,Control,1950,1990,40.0,Male
1593,ABC,Control,1887,1981,94.0,Male
1594,MNO,Control,1884,1994,110.0,Male
1595,XYZ,Control,1935,1977,42.0,Male
1596,JFK,Control,1925,1969,44.0,Male
1597,ABC,Control,1902,1982,80.0,Male
1598,MNO,Control,1881,1984,103.0,Male
1599,ABC,Control,1882,1988,106.0,Male
1600,ABC,Control,1945,1983,38.0,Male
1601,JFK,Control,1894,1969,75.0,Male
1602,MNO,Control,1906,1985,79.0,Male
1603,ABC,Control,1897,1992,95.0,Male
1604,JFK,Control,1908,1981,73.0,Male
1605,XYZ,Control,1880,1995,115.0,Male
1606,JFK,Control,1921,1983,62.0,Male
1607,PTR,Control,1879,1984,105.0,Male
1608,JFK,Control,1939,1984,45.0,Male
1609,JFK,Control,1898,1970,72.0,Male
1610,JFK,Control,1923,1985,62.0,Male
1611,ABC,Control,1944,1979,35.0,Male
1612,MNO,Control,1930,1976,46.0,Male
1613,JFK,Control,1922,1988,66.0,Male
1614,JFK,Control,1906,1971,65.0,Male
1615,PTR,Control,1907,1980,73.0,Male
1616,PTR,Control,1931,1988,57.0,Male
1617,XYZ,Control,1950,1984,34.0,Male
1618,XYZ,Control,1931,1982,51.0,Male
1619,PTR,Control,1924,1984,60.0,Male
1620,MNO,Control,1935,1995,60.0,Male
1621,XYZ,Control,1917,1989,72.0,Male
1622,MNO,Control,1878,1985,107.0,Male
1623,PTR,Control,1924,1979,55.0,Male
1624,XYZ,Control,1948,1985,37.0,Male
1625,JFK,Control,1892,1987,95.0,Male
1626,PTR,Control,1932,1990,58.0,Male
1627,XYZ,Control,1895,1969,74.0,Male
1628,MNO,Control,1922,1995,73.0,Male
1629,MNO,Control,1883,1980,97.0,Male
1630,XYZ,Control,1916,1983,67.0,Male
1631,MNO,Control,1937,1986,49.0,Male
1632,XYZ,Control,1908,1991,83.0,Male
1633,XYZ,Control,1931,1982,51.0,Male
1634,MNO,Control,1939,1969,30.0,Male
1635,ABC,Control,1947,1981,34.0,Male
1636,JFK,Control,1898,1983,85.0,Male
1637,PTR,Control,1912,1975,63.0,Male
1638,JFK,Control,1889,1983,94.0,Male
1639,PTR,Control,1950,1988,38.0,Male
1640,PTR,Control,1947,1978,31.0,Male
1641,JFK,Control,1923,1982,59.0,Male
1642,XYZ,Control,1942,1974,32.0,Male
1643,MNO,Control,1921,1982,61.0,Male
1644,ABC,Control,1928,1992,64.0,Male
1645,ABC,Control,1882,1993,111.0,Male
1646,ABC,Control,1937,1990,53.0,Male
1647,JFK,Control,1887,1980,93.0,Male
1648,JFK,Control,1941,1979,38.0,Male
1649,XYZ,Control,1938,1993,55.0,Male
1650,ABC,Control,1934,1988,54.0,Male
1651,XYZ,Control,1875,1990,115.0,Male
1652,ABC,Control,1904,1992,88.0,Male
1653,JFK,Control,1900,1993,93.0,Male
1654,MNO,Control,1909,1987,78.0,Male
1655,MNO,Control,1882,1970,88.0,Male
1656,MNO,Control,1947,1990,43.0,Male
1657,MNO,Control,1923,1988,65.0,Male
1658,PTR,Control,1904,1969,65.0,Male
1659,ABC,Control,1912,1976,64.0,Male
1660,MNO,Control,1916,1993,77.0,Male
1661,PTR,Control,1927,1982,55.0,Male
1662,PTR,Control,1921,1977,56.0,Male
1663,PTR,Control,1946,1970,24.0,Male
1664,XYZ,Control,1919,1993,74.0,Male
1665,XYZ,Control,1950,1991,41.0,Male
1666,PTR,Control,1942,1973,31.0,Male
1667,MNO,Control,1895,1991,96.0,Male
1668,ABC,Control,1947,1993,46.0,Male
1669,JFK,Control,1885,1976,91.0,Male
1670,XYZ,Control,1940,1984,44.0,Male
1671,MNO,Control,1911,1990,79.0,Male
1672,MNO,Control,1944,1984,40.0,Male
1673,JFK,Control,1943,1981,38.0,Male
1674,JFK,Control,1940,1988,48.0,Male
1675,MNO,Control,1939,1983,44.0,Male
1676,JFK,Control,1904,1969,65.0,Male
1677,MNO,Control,1881,1990,109.0,Male
1678,JFK,Control,1912,1971,59.0,Male
1679,JFK,Control,1892,1974,82.0,Male
1680,MNO,Control,1933,1990,57.0,Male
1681,PTR,Control,1908,1982,74.0,Male
1682,MNO,Control,1949,1972,23.0,Male
1683,ABC,Control,1929,1986,57.0,Male
1684,JFK,Control,1941,1983,42.0,Male
1685,XYZ,Control,1887,1977,90.0,Male
1686,JFK,Control,1943,1986,43.0,Male
1687,ABC,Control,1946,1971,25.0,Male
1688,XYZ,Control,1919,1978,59.0,Male
1689,XYZ,Control,1927,1985,58.0,Male
1690,MNO,Control,1937,1975,38.0,Male
1691,PTR,Control,1892,1983,91.0,Male
1692,MNO,Control,1920,1969,49.0,Male
1693,XYZ,Control,1912,1995,83.0,Male
1694,XYZ,Control,1889,1993,104.0,Male
1695,PTR,Control,1910,1995,85.0,Male
1696,JFK,Control,1879,1979,100.0,Male
1697,PTR,Control,1874,1985,111.0,Male
1698,MNO,Control,1888,1973,85.0,Male
1699,JFK,Control,1948,1975,27.0,Male
1700,MNO,Control,1923,1987,64.0,Male
1701,PTR,Control,1949,1993,44.0,Male
1702,JFK,Control,1915,1992,77.0,Male
1703,PTR,Control,1905,1983,78.0,Male
1704,ABC,Control,1920,1971,51.0,Male
1705,XYZ,Control,1915,1983,68.0,Male
1706,JFK,Control,1884,1973,89.0,Male
1707,XYZ,Control,1929,1991,62.0,Male
1708,ABC,Control,1896,1980,84.0,Male
1709,JFK,Control,1928,1988,60.0,Male
1710,XYZ,Control,1930,1973,43.0,Male
1711,XYZ,Control,1889,1971,82.0,Male
1712,JFK,Control,1879,1977,98.0,Male
1713,XYZ,Control,1938,1994,56.0,Male
1714,XYZ,Control,1917,1977,60.0,Male
1715,JFK,Control,1878,1975,97.0,Male
1716,XYZ,Control,1950,1994,44.0,Male
1717,XYZ,Control,1878,1970,92.0,Male
1718,MNO,Control,1933,1991,58.0,Male
1719,MNO,Control,1950,1991,41.0,Male
1720,ABC,Control,1898,1995,97.0,Male
1721,MNO,Control,1888,1989,101.0,Male
1722,MNO,Control,1886,1984,98.0,Male
1723,ABC,Control,1904,1977,73.0,Male
1724,XYZ,Control,1884,1981,97.0,Male
1725,XYZ,Control,1933,1995,62.0,Male
1726,MNO,Control,1879,1987,108.0,Male
1727,ABC,Control,1920,1988,68.0,Male
1728,XYZ,Control,1950,1985,35.0,Male
1729,PTR,Control,1940,1974,34.0,Male
1730,JFK,Control,1928,1972,44.0,Male
1731,JFK,Control,1904,1969,65.0,Male
1732,JFK,Control,1928,1986,58.0,Male
1733,MNO,Control,1922,1987,65.0,Male
1734,JFK,Control,1914,1977,63.0,Male
1735,JFK,Control,1887,1981,94.0,Male
1736,PTR,Control,1944,1976,32.0,Male
1737,XYZ,Control,1916,1991,75.0,Male
1738,PTR,Control,1894,1981,87.0,Male
1739,MNO,Control,1910,1983,73.0,Male
1740,JFK,Control,1913,1979,66.0,Male
1741,XYZ,Control,1941,1980,39.0,Male
1742,JFK,Control,1935,1982,47.0,Male
1743,JFK,Control,1937,1972,35.0,Male
1744,MNO,Control,1871,1969,98.0,Male
1745,JFK,Control,1913,1992,79.0,Male
1746,ABC,Control,1918,1972,54.0,Male
1747,XYZ,Control,1873,1987,114.0,Male
1748,XYZ,Control,1900,1977,77.0,Male
1749,ABC,Control,1937,1978,41.0,Male
1750,MNO,Control,1888,1972,84.0,Male
1751,JFK,Control,1922,1988,66.0,Male
1752,JFK,Control,1896,1977,81.0,Male
1753,XYZ,Control,1871,1981,110.0,Male
1754,MNO,Control,1898,1980,82.0,Male
1755,MNO,Control,1949,1979,30.0,Male
1756,MNO,Control,1939,1980,41.0,Male
1757,JFK,Control,1948,1986,38.0,Male
1758,MNO,Control,1919,1980,61.0,Male
1759,ABC,Control,1885,1984,99.0,Male
1760,PTR,Control,1923,1973,50.0,Male
1761,MNO,Control,1916,1988,72.0,Male
1762,PTR,Control,1942,1993,51.0,Male
1763,JFK,Control,1883,1980,97.0,Male
1764,MNO,Control,1919,1989,70.0,Male
1765,XYZ,Control,1889,1993,104.0,Male
1766,JFK,Control,1906,1979,73.0,Male
1767,ABC,Control,1935,1977,42.0,Male
1768,ABC,Control,1918,1986,68.0,Male
1769,PTR,Control,1910,1993,83.0,Male
1770,PTR,Control,1912,1971,59.0,Male
1771,XYZ,Control,1917,1988,71.0,Male
1772,XYZ,Control,1938,1985,47.0,Male
1773,ABC,Control,1945,1982,37.0,Male
1774,MNO,Control,1948,1969,21.0,Male
1775,ABC,Control,1938,1985,47.0,Male
1776,ABC,Control,1905,1993,88.0,Male
1777,XYZ,Control,1932,1995,63.0,Male
1778,PTR,Control,1915,1976,61.0,Male
1779,XYZ,Control,1900,1973,73.0,Male
1780,XYZ,Control,1942,1973,31.0,Male
1781,XYZ,Control,1875,1977,102.0,Male
1782,ABC,Control,1945,1971,26.0,Male
1783,MNO,Control,1917,1987,70.0,Male
1784,ABC,Control,1929,1991,62.0,Male
1785,JFK,Control,1931,1977,46.0,Male
1786,XYZ,Control,1945,1990,45.0,Male
1787,XYZ,Control,1929,1986,57.0,Male
1788,JFK,Control,1928,1984,56.0,Male
1789,XYZ,Control,1879,1969,90.0,Male
1790,XYZ,Control,1921,1970,49.0,Male
1791,XYZ,Control,1889,1982,93.0,Male
1792,JFK,Control,1935,1982,47.0,Male
1793,ABC,Control,1921,1969,48.0,Male
1794,XYZ,Control,1932,1994,62.0,Male
1795,MNO,Control,1876,1994,118.0,Male
1796,JFK,Control,1882,1993,111.0,Male
1797,PTR,Control,1934,1984,50.0,Male
1798,JFK,Control,1880,1983,103.0,Male
1799,ABC,Control,1880,1994,114.0,Male
1800,JFK,Control,1871,1983,112.0,Male
1801,PTR,Control,1948,1980,32.0,Male
1802,MNO,Control,1935,1984,49.0,Male
1803,PTR,Control,1908,1982,74.0,Male
1804,JFK,Control,1904,1992,88.0,Male
1805,PTR,Control,1908,1983,75.0,Male
1806,JFK,Control,1938,1991,53.0,Male
1807,MNO,Control,1931,1983,52.0,Male
1808,MNO,Control,1893,1987,94.0,Male
1809,ABC,Control,1892,1976,84.0,Male
1810,MNO,Control,1883,1970,87.0,Male
1811,XYZ,Control,1931,1970,39.0,Male
1812,PTR,Control,1937,1995,58.0,Male
1813,PTR,Control,1901,1978,77.0,Male
1814,JFK,Control,1873,1971,98.0,Male
1815,MNO,Control,1881,1991,110.0,Male
1816,ABC,Control,1949,1985,36.0,Male
1817,ABC,Control,1903,1976,73.0,Male
1818,ABC,Control,1937,1991,54.0,Male
1819,XYZ,Control,1928,1972,44.0,Male
1820,MNO,Control,1911,1982,71.0,Male
1821,ABC,Control,1895,1989,94.0,Male
1822,XYZ,Control,1886,1978,92.0,Male
1823,PTR,Control,1928,1969,41.0,Male
1824,JFK,Control,1938,1972,34.0,Male
1825,MNO,Control,1930,1969,39.0,Male
1826,MNO,Control,1922,1985,63.0,Male
1827,PTR,Control,1876,1994,118.0,Male
1828,MNO,Control,1949,1985,36.0,Male
1829,MNO,Control,1939,1975,36.0,Male
1830,MNO,Control,1903,1991,88.0,Male
1831,MNO,Control,1949,1988,39.0,Male
1832,XYZ,Control,1927,1983,56.0,Male
1833,XYZ,Control,1925,1981,56.0,Male
1834,JFK,Control,1936,1970,34.0,Male
1835,MNO,Control,1940,1987,47.0,Male
1836,PTR,Control,1930,1992,62.0,Male
1837,ABC,Control,1887,1981,94.0,Male
1838,JFK,Control,1907,1992,85.0,Male
1839,ABC,Control,1947,1979,32.0,Male
1840,ABC,Control,1897,1995,98.0,Male
1841,MNO,Control,1910,1990,80.0,Male
1842,PTR,Control,1915,1983,68.0,Male
1843,ABC,Control,1915,1978,63.0,Male
1844,ABC,Control,1927,1977,50.0,Male
1845,JFK,Control,1947,1995,48.0,Male
1846,PTR,Control,1898,1977,79.0,Male
1847,PTR,Control,1886,1988,102.0,Male
1848,ABC,Control,1894,1969,75.0,Male
1849,PTR,Control,1944,1985,41.0,Male
1850,JFK,Control,1930,1980,50.0,Male
1851,JFK,Control,1903,1978,75.0,Male
1852,JFK,Control,1940,1973,33.0,Male
1853,MNO,Control,1943,1986,43.0,Male
1854,ABC,Control,1942,1983,41.0,Male
1855,PTR,Control,1946,1974,28.0,Male
1856,JFK,Control,1899,1975,76.0,Male
1857,ABC,Control,1937,1985,48.0,Male
1858,ABC,Control,1917,1974,57.0,Male
1859,MNO,Control,1942,1976,34.0,Male
1860,PTR,Control,1935,1980,45.0,Male
1861,PTR,Control,1938,1989,51.0,Male
1862,JFK,Control,1930,1982,52.0,Male
1863,JFK,Control,1892,1980,88.0,Male
1864,ABC,Control,1923,1991,68.0,Male
1865,PTR,Control,1950,1978,28.0,Male
1866,PTR,Control,1947,1990,43.0,Male
1867,JFK,Control,1876,1988,112.0,Male
1868,XYZ,Control,1891,1983,92.0,Male
1869,ABC,Control,1887,1975,88.0,Male
1870,PTR,Control,1935,1994,59.0,Male
1871,MNO,Control,1940,1977,37.0,Male
1872,MNO,Control,1896,1978,82.0,Male
1873,XYZ,Control,1920,1978,58.0,Male
1874,JFK,Control,1942,1984,42.0,Male
1875,JFK,Control,1935,1975,40.0,Male
1876,JFK,Control,1923,1973,50.0,Male
1877,MNO,Control,1926,1991,65.0,Male
1878,JFK,Control,1920,1971,51.0,Male
1879,MNO,Control,1904,1986,82.0,Male
1880,XYZ,Control,1924,1979,55.0,Male
1881,ABC,Control,1932,1983,51.0,Male
1882,PTR,Control,1943,1989,46.0,Male
1883,XYZ,Control,1929,1988,59.0,Male
1884,MNO,Control,1937,1973,36.0,Male
1885,XYZ,Control,1890,1992,102.0,Male
1886,PTR,Control,1917,1980,63.0,Male
1887,ABC,Control,1871,1972,101.0,Male
1888,PTR,Control,1899,1983,84.0,Male
1889,MNO,Control,1935,1977,42.0,Male
1890,PTR,Control,1950,1975,25.0,Male
1891,XYZ,Control,1883,1978,95.0,Male
1892,JFK,Control,1912,1991,79.0,Male
1893,XYZ,Control,1939,1981,42.0,Male
1894,MNO,Control,1895,1976,81.0,Male
1895,ABC,Control,1924,1980,56.0,Male
1896,PTR,Control,1935,1990,55.0,Male
1897,ABC,Control,1928,1992,64.0,Male
1898,MNO,Control,1893,1987,94.0,Male
1899,PTR,Control,1909,1994,85.0,Male
1900,XYZ,Control,1938,1994,56.0,Male
1901,XYZ,Control,1924,1969,45.0,Male
1902,MNO,Control,1870,1984,114.0,Male
1903,PTR,Control,1937,1990,53.0,Male
1904,XYZ,Control,1875,1985,110.0,Male
1905,MNO,Control,1936,1993,57.0,Male
1906,MNO,Control,1895,1986,91.0,Male
1907,ABC,Control,1948,1979,31.0,Male
1908,XYZ,Control,1910,1986,76.0,Male
1909,PTR,Control,1906,1975,69.0,Male
1910,XYZ,Control,1889,1986,97.0,Male
1911,XYZ,Control,1904,1994,90.0,Male
1912,XYZ,Control,1944,1976,32.0,Male
1913,MNO,Control,1950,1974,24.0,Male
1914,JFK,Control,1910,1975,65.0,Male
1915,JFK,Control,1916,1991,75.0,Male
1916,ABC,Control,1934,1990,56.0,Male
1917,XYZ,Control,1944,1978,34.0,Male
1918,JFK,Control,1926,1979,53.0,Male
1919,ABC,Control,1911,1993,82.0,Male
1920,MNO,Control,1913,1981,68.0,Male
1921,XYZ,Control,1933,1977,44.0,Male
1922,PTR,Control,1870,1975,105.0,Male
1923,MNO,Control,1928,1977,49.0,Male
1924,ABC,Control,1909,1981,72.0,Male
1925,MNO,Control,1939,1994,55.0,Male
1926,PTR,Control,1883,1971,88.0,Male
1927,MNO,Control,1926,1971,45.0,Male
1928,ABC,Control,1918,1969,51.0,Male
1929,PTR,Control,1929,1989,60.0,Male
1930,PTR,Control,1879,1988,109.0,Male
1931,MNO,Control,1925,1970,45.0,Male
1932,PTR,Control,1924,1993,69.0,Male
1933,MNO,Control,1924,1971,47.0,Male
1934,XYZ,Control,1927,1983,56.0,Male
1935,PTR,Control,1932,1992,60.0,Male
1936,MNO,Control,1940,1974,34.0,Male
1937,XYZ,Control,1901,1981,80.0,Male
1938,PTR,Control,1941,1989,48.0,Male
1939,XYZ,Control,1920,1969,49.0,Male
1940,PTR,Control,1881,1988,107.0,Male
1941,ABC,Control,1878,1987,109.0,Male
1942,ABC,Control,1907,1969,62.0,Male
1943,MNO,Control,1938,1989,51.0,Male
1944,JFK,Control,1934,1990,56.0,Male
1945,ABC,Control,1939,1970,31.0,Male
1946,JFK,Control,1921,1983,62.0,Male
1947,XYZ,Control,1915,1982,67.0,Male
1948,XYZ,Control,1889,1987,98.0,Male
1949,JFK,Control,1906,1979,73.0,Male
1950,MNO,Control,1915,1983,68.0,Male
1951,PTR,Control,1882,1974,92.0,Male
1952,JFK,Control,1896,1988,92.0,Male
1953,JFK,Control,1927,1977,50.0,Male
1954,JFK,Control,1935,1973,38.0,Male
1955,JFK,Control,1950,1988,38.0,Male
1956,JFK,Control,1947,1970,23.0,Male
1957,MNO,Control,1929,1974,45.0,Male
1958,ABC,Control,1914,1994,80.0,Male
1959,PTR,Control,1929,1986,57.0,Male
1960,ABC,Control,1938,1991,53.0,Male
1961,JFK,Control,1886,1987,101.0,Male
1962,ABC,Control,1913,1977,64.0,Male
1963,MNO,Control,1942,1995,53.0,Male
1964,XYZ,Control,1911,1989,78.0,Male
1965,ABC,Control,1925,1992,67.0,Male
1966,PTR,Control,1926,1995,69.0,Male
1967,MNO,Control,1893,1974,81.0,Male
1968,XYZ,Control,1909,1982,73.0,Male
1969,MNO,Control,1907,1994,87.0,Male
1970,JFK,Control,1874,1992,118.0,Male
1971,XYZ,Control,1873,1981,108.0,Male
1972,PTR,Control,1941,1979,38.0,Male
1973,XYZ,Control,1901,1980,79.0,Male
1974,PTR,Control,1921,1987,66.0,Male
1975,JFK,Control,1904,1987,83.0,Male
1976,PTR,Control,1947,1989,42.0,Male
1977,MNO,Control,1900,1995,95.0,Male
1978,ABC,Control,1914,1994,80.0,Male
1979,MNO,Control,1943,1987,44.0,Male
1980,MNO,Control,1942,1992,50.0,Male
1981,XYZ,Control,1893,1994,101.0,Male
1982,JFK,Control,1939,1981,42.0,Male
1983,ABC,Control,1917,1982,65.0,Male
1984,PTR,Control,1918,1992,74.0,Male
1985,XYZ,Control,1887,1986,99.0,Male
1986,JFK,Control,1881,1980,99.0,Male
1987,ABC,Control,1935,1972,37.0,Male
1988,MNO,Control,1919,1978,59.0,Male
1989,JFK,Control,1915,1985,70.0,Male
1990,JFK,Control,1935,1972,37.0,Male
1991,JFK,Control,1937,1980,43.0,Male
1992,MNO,Control,1890,1981,91.0,Male
1993,PTR,Control,1927,1995,68.0,Male
1994,XYZ,Control,1888,1972,84.0,Male
1995,PTR,Control,1936,1978,42.0,Male
1996,ABC,Control,1930,1993,63.0,Male
1997,XYZ,Control,1948,1971,23.0,Male
1998,ABC,Control,1880,1983,103.0,Male
1999,MNO,Control,1878,1970,92.0,Male
2000,PTR,Control,1902,1993,91.0,Male
2001,JFK,Control,1900,1993,93.0,Male
2002,XYZ,Control,1899,1985,86.0,Male
2003,JFK,Control,1945,1974,29.0,Male
2004,ABC,Control,1899,1994,95.0,Male
2005,JFK,Control,1901,1976,75.0,Male
2006,JFK,Control,1937,1971,34.0,Male
2007,MNO,Control,1916,1995,79.0,Male
2008,MNO,Control,1938,1993,55.0,Male
2009,PTR,Control,1879,1986,107.0,Male
2010,ABC,Control,1919,1990,71.0,Male
2011,MNO,Control,1875,1969,94.0,Male
2012,MNO,Control,1879,1984,105.0,Male
2013,PTR,Control,1945,1975,30.0,Male
2014,XYZ,Control,1888,1971,83.0,Male
2015,PTR,Control,1922,1991,69.0,Male
2016,JFK,Control,1913,1972,59.0,Male
2017,JFK,Control,1908,1977,69.0,Male
2018,MNO,Control,1945,1973,28.0,Male
2019,MNO,Control,1873,1987,114.0,Male
2020,PTR,Control,1931,1983,52.0,Male
2021,PTR,Control,1949,1976,27.0,Male
2022,ABC,Control,1924,1974,50.0,Male
2023,JFK,Control,1947,1986,39.0,Male
2024,PTR,Control,1877,1987,110.0,Male
2025,XYZ,Control,1914,1992,78.0,Male
2026,ABC,Control,1900,1983,83.0,Male
2027,PTR,Control,1935,1994,59.0,Male
2028,MNO,Control,1949,1975,26.0,Male
2029,PTR,Control,1900,1978,78.0,Male
2030,MNO,Control,1930,1974,44.0,Male
2031,MNO,Control,1894,1982,88.0,Male
2032,JFK,Control,1924,1985,61.0,Male
2033,JFK,Control,1917,1977,60.0,Male
2034,PTR,Control,1949,1987,38.0,Male
2035,PTR,Control,1927,1973,46.0,Male
2036,XYZ,Control,1908,1991,83.0,Male
2037,ABC,Control,1885,1975,90.0,Male
2038,ABC,Control,1889,1987,98.0,Male
2039,PTR,Control,1897,1988,91.0,Male
2040,JFK,Control,1899,1994,95.0,Male
2041,XYZ,Control,1942,1975,33.0,Male
2042,ABC,Control,1924,1992,68.0,Male
2043,PTR,Control,1921,1970,49.0,Male
2044,JFK,Control,1885,1993,108.0,Male
2045,JFK,Control,1943,1991,48.0,Male
2046,JFK,Control,1935,1984,49.0,Male
2047,MNO,Control,1879,1981,102.0,Male
2048,JFK,Control,1934,1976,42.0,Male
2049,PTR,Control,1923,1974,51.0,Male
2050,XYZ,Control,1881,1974,93.0,Male
2051,PTR,Control,1917,1977,60.0,Male
2052,JFK,Control,1919,1972,53.0,Male
2053,XYZ,Control,1891,1995,104.0,Male
2054,ABC,Control,1948,1979,31.0,Male
2055,ABC,Control,1942,1973,31.0,Male
2056,PTR,Control,1931,1993,62.0,Male
2057,XYZ,Control,1917,1985,68.0,Male
2058,PTR,Control,1913,1988,75.0,Male
2059,XYZ,Control,1930,1975,45.0,Male
2060,XYZ,Control,1923,1995,72.0,Male
2061,PTR,Control,1879,1983,104.0,Male
2062,XYZ,Control,1921,1993,72.0,Male
2063,JFK,Control,1940,1983,43.0,Male
2064,XYZ,Control,1917,1982,65.0,Male
2065,XYZ,Control,1877,1981,104.0,Male
2066,PTR,Control,1938,1979,41.0,Male
2067,ABC,Control,1895,1981,86.0,Male
2068,MNO,Control,1900,1994,94.0,Male
2069,XYZ,Control,1891,1990,99.0,Male
2070,MNO,Control,1906,1992,86.0,Male
2071,XYZ,Control,1937,1977,40.0,Male
2072,PTR,Control,1921,1978,57.0,Male
2073,PTR,Control,1895,1972,77.0,Male
2074,XYZ,Control,1944,1985,41.0,Male
2075,PTR,Control,1944,1982,38.0,Male
2076,PTR,Control,1943,1992,49.0,Male
2077,XYZ,Control,1898,1986,88.0,Male
2078,ABC,Control,1916,1979,63.0,Male
2079,XYZ,Control,1950,1984,34.0,Male
2080,ABC,Control,1938,1969,31.0,Male
2081,PTR,Control,1874,1975,101.0,Male
2082,ABC,Control,1879,1978,99.0,Male
2083,PTR,Control,1917,1977,60.0,Male
2084,ABC,Control,1946,1995,49.0,Male
2085,ABC,Control,1922,1993,71.0,Male
2086,XYZ,Control,1920,1971,51.0,Male
2087,ABC,Control,1884,1990,106.0,Male
2088,PTR,Control,1930,1991,61.0,Male
2089,XYZ,Control,1941,1982,41.0,Male
2090,ABC,Control,1911,1994,83.0,Male
2091,XYZ,Control,1938,1993,55.0,Male
2092,MNO,Control,1949,1983,34.0,Male
2093,XYZ,Control,1895,1970,75.0,Male
2094,MNO,Control,1921,1992,71.0,Male
2095,MNO,Control,1903,1982,79.0,Male
2096,XYZ,Control,1939,1984,45.0,Male
2097,PTR,Control,1925,1975,50.0,Male
2098,PTR,Control,1929,1972,43.0,Male
2099,PTR,Control,1939,1986,47.0,Male
2100,JFK,Control,1912,1992,80.0,Male
2101,MNO,Control,1946,1995,49.0,Male
2102,XYZ,Control,1922,1973,51.0,Male
2103,PTR,Control,1890,1974,84.0,Male
2104,PTR,Control,1933,1995,62.0,Male
2105,XYZ,Control,1939,1975,36.0,Male
2106,MNO,Control,1905,1983,78.0,Male
2107,XYZ,Control,1943,1994,51.0,Male
2108,JFK,Control,1945,1969,24.0,Male
2109,JFK,Control,1902,1992,90.0,Male
2110,XYZ,Control,1950,1972,22.0,Male
2111,MNO,Control,1888,1993,105.0,Male
2112,PTR,Control,1895,1969,74.0,Male
2113,JFK,Control,1893,1979,86.0,Male
2114,JFK,Control,1945,1986,41.0,Male
2115,MNO,Control,1930,1982,52.0,Male
2116,JFK,Control,1889,1990,101.0,Male
2117,JFK,Control,1915,1979,64.0,Male
2118,MNO,Control,1928,1978,50.0,Male
2119,XYZ,Control,1881,1995,114.0,Male
2120,PTR,Control,1944,1985,41.0,Male
2121,PTR,Control,1939,1972,33.0,Male
2122,JFK,Control,1920,1992,72.0,Male
2123,PTR,Control,1949,1983,34.0,Male
2124,XYZ,Control,1914,1994,80.0,Male
2125,JFK,Control,1950,1984,34.0,Male
2126,PTR,Control,1931,1989,58.0,Male
2127,ABC,Control,1929,1981,52.0,Male
2128,ABC,Control,1891,1977,86.0,Male
2129,ABC,Control,1944,1979,35.0,Male
2130,ABC,Control,1914,1979,65.0,Male
2131,ABC,Control,1891,1974,83.0,Male
2132,JFK,Control,1872,1969,97.0,Male
2133,MNO,Control,1924,1990,66.0,Male
2134,MNO,Control,1922,1974,52.0,Male
2135,JFK,Control,1934,1981,47.0,Male
2136,JFK,Control,1944,1990,46.0,Male
2137,XYZ,Control,1881,1992,111.0,Male
2138,MNO,Control,1935,1990,55.0,Male
